AREA,TAG,DIAMETER,CALC_NOTES,PID,ISO,STRESS,SUPPORT
30A15,30A15-8-LPC-10608-11011-H-01,200,unset,50,60,0,0
30A15,30A15-6-ETH-00102-33081-D-01,150,unset,50,60,0,0
30A15,30A15-6-ETH-10108-33081-D-01,150,unset,50,60,0,0
30A15,30A15-6-ETH-10103-33081-D-01,150,unset,50,60,0,0
30A15,30A15-4-ETH-10105-33081-D-01,100,unset,50,60,0,0
30A15,30A15-6-FV-10127-11002KS-01,0,unset,50,60,0,0
30A15,30A15-6-OX-00101-33081-01,150,unset,50,60,0,0
30A15,30A15-2-CH4-10123-11001,50,unset,50,30,0,0
30A15,30A15-2-CH4-00102-11001,50,unset,50,30,0,0
30A15,30A15-2-NIH-00211-61011-01,50,unset,50,30,0,0
30A15,30A15-6-ETH-10110-33081-D-01,150,unset,50,60,0,0
30A15,30A15-6-FLARE-13081,150,unset,50,30,0,0
30A15,30A15-6-ETH-10134-33081-D-01,150,unset,50,60,0,0
30A15,30A15-6-OX-10208-33081-01,150,unset,50,60,0,0
30A15,30A15-36-P-10601-33055-H-01,900,unset,50,60,0,0
30A15,30A15-6-ETH-10102-33081-D-01,150,unset,50,60,0,0
30A15,30A15-4-NIH-10217-63081-01,100,unset,50,60,0,0
30A15,30A15-3-NIH-10218-63081-01,80,unset,50,60,0,0
30A15,30A15-1-NIH-10214-63081,25,unset,50,30,0,0
30A15,30A15-1_1/2-NIH-10216-63081-01,150,unset,50,30,0,0
30A15,30A15-3-NIH-10222-11001-01,150,unset,50,60,0,0
30A15,30A15-4-OX-10207-36022-01,100,unset,50,60,0,0
30A15,30A15-4-OX-10206-36022-01,100,unset,50,60,0,0
30A15,30A15-4-NIH-10213-63081-01,100,unset,50,60,0,0
30A15,30A15-6-NIH-10221-11001-01,150,unset,50,60,0,0
30A15,30A15-3-EC-10319-13081-01,80,unset,50,30,0,0
30A15,30A15-3-EC-10311-33081-01,80,unset,50,60,0,0
30A15,30A15-1-EC-10322-33081-01,80,unset,50,60,0,0
30A15,30A15-2-EC-10326-33081,50,unset,50,60,0,0
